Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OY424824,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR7714069,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,2023-07-23,AY.4.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,2021-11-12,SAMEA11639336,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OP234068,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR21063033,"Linares-Perdomo,O.J.","Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory",USA,2022-08-16,BA.5.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,UT-UPHL-220806244065,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29740,partial,,,,USA,USA,,Homo sapiens,,2022-07-01,SAMN30321345,PRJNA614995,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-UPHL-220806244065/2022 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6) and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OU057697,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR5492452,"Howes,R., The Lighthouse Lab in,Cambridge., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-05-31,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-02-21,SAMEA8275321,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX850813,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8248979,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-19,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-01-03,SAMEA12724668,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OX785855,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,2023-06-19,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29876,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-01,SAMEA113447572,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite"
OK378663,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR16150049,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-10-05,AY.44,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,WY-CDC-IBX978466811530,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29815,partial,,,,USA: Wyoming,USA,WY,Homo sapiens,oronasopharynx,2021-09-23,SAMN21971904,PRJNA731149,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WY-CDC-IBX978466811530/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OL340943,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR16712475,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-11-03,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,CA-CDC-FG-155156,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29794,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,2021-10-22,SAMN22829053,PRJNA731152,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDC-FG-155156/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OY740591,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR12078162,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2023-09-27,BA.2.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2022-03-16,SAMEA114439165,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
ON106476,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR18930759,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-03-30,BA.1.1.18,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,KY-CDC-ASC210735855,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29792,complete,,,,USA: Kentucky,USA,KY,Homo sapiens,oronasopharynx,2022-03-16,SAMN27067090,PRJNA731148,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/KY-CDC-ASC210735855/2022, complete genome"
OU707573,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6775527,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-09-23,AY.34,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29895,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-09-08,SAMEA10135850,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OK161677,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR15908059,"Smith,E.","California Department of Public Health, IDLB VRDL/COVIDNet",USA,2021-09-17,AY.14,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,CA-CDPH-500004317,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29769,partial,,,,USA,USA,,Homo sapiens,,2021-07-16,SAMN21445223,PRJNA750736,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-500004317/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OU409393,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6222992,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-07-18,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-06-26,SAMEA9390101,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OM182044,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR17470305,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,2022-01-07,B.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2011193956,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,complete,,,,USA,USA,,Homo sapiens,,2020-11-13,SAMN19802837,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-CDPHE-2011193956/2020, complete genome"
OL794698,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR17184866,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,2021-12-09,AY.119.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,MA-CDCBI-CRSP_25ZSLOAHTDRU7BVN,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,complete,,,,USA: Massachusetts,USA,MA,Homo sapiens,,2021-11-29,SAMN23803843,PRJNA715749,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA-CDCBI-CRSP_25ZSLOAHTDRU7BVN/2021, complete genome"
OW257714,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9372111,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-03-26,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-03-13,SAMEA13617129,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OU712134,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR6771877,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2021-09-23,AY.98,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29888,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2021-09-06,SAMEA10132196,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV972946,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8630420,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-02-25,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,2022-02-05,SAMEA13038314,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OQ052522,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Olawoye,I., Oluniyi,P., Oguzie,J., Uwanibe,J., Kayode,A., Olumade,T., Ajogbasile,F., Parker,E., Eromon,P., Abechi,P., Sobajo,T., Ugwu,C., Uwem,G., Ayoade,F., Happi,A., Folarin,O., Happi,C.","Redeemer's University, Biological Sciences",Nigeria,2022-12-15,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CV5072,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29777,partial,,,,Nigeria,Nigeria,,Homo sapiens,oronasopharynx,2021-12,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV5072/2021 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OV219678,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2021-12-15,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29819,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,2021-11-16,SAMEA11073591,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OV923575,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR8657861,,"Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava",Slovakia,2022-02-19,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,RNA,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29864,complete,,,,Slovakia,Slovakia,,Homo sapiens,,2022-02-11,SAMEA13060736,PRJEB45305,"Severe acute respiratory syndrome coronavirus 2 isolate RNA genome assembly, complete genome: monopartite"
MZ750034,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Gohl,D.M., Garbe,J., Kuriger-Laber,J., Dirx,C.","University of Minnesota, Genomics Center",USA,2021-08-11,AY.47,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,AR-UMGC-6627,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,partial,,,,USA: Arkansas,USA,AR,Homo sapiens,,2021-07-23,,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AR-UMGC-6627/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OU399473,Severe acute respiratory syndrome coronavirus 2,GenBank,,,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,2021-07-18,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29882,partial,,,,Germany:Europe/Germany/Saxony,Germany,,Homo sapiens,,2021-06-26,SAMEA9396830,PRJEB44987,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OX159015,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9913943,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-07-07,BF.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-06-27,SAMEA110249887,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW119010,Severe acute respiratory syndrome coronavirus 2,GenBank,,ERR9110818,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,2022-03-10,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,2022-02-24,SAMEA13290550,PRJEB37886,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OW599562,Severe acute respiratory syndrome coronavirus 2,GenBank,,,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,2022-05-01,AY.4.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Denmark:Midtjylland,Denmark,,Homo sapiens,,2021-11-28,SAMEA14211329,PRJEB49401,"Severe acute respiratory syndrome coronavirus 2 genome assembly, chromosome: 1"
OL400726,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR16788282,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2021-11-08,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,OH-CDC-ASC210316667,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29823,partial,,,,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2021-10-08,SAMN22885578,PRJNA731148,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH-CDC-ASC210316667/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OP284814,Severe acute respiratory syndrome coronavirus 2,GenBank,,SRR21215507,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,2022-08-23,BA.5.2.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,true,RI-CDC-LC0836894,Betacoronavirus pandemicum,Betacoronavirus,Coronaviridae,ssRNA(+),29384,partial,,,,USA: Rhode Island,USA,RI,Homo sapiens,oronasopharynx,2022-08-10,SAMN30451913,PRJNA716984,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/RI-CDC-LC0836894/2022 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
